userid,version,sum_gamerounds,retention_1,retention_7,ab_group
953269,gate_30,34,1,0,control
953275,gate_30,1,0,0,control
953529,gate_30,16,0,0,control
953675,gate_30,256,1,1,control
953688,gate_40,31,1,0,treatment
953781,gate_40,63,1,0,treatment
953845,gate_40,4,0,0,treatment
953921,gate_30,88,1,1,control
953988,gate_30,9,1,0,control
954165,gate_30,22,1,0,control
954313,gate_40,13,0,0,treatment
954483,gate_40,0,0,0,treatment
954501,gate_40,70,1,0,treatment
954596,gate_30,155,1,1,control
954606,gate_30,291,1,1,control
954617,gate_30,2,0,0,control
954991,gate_40,500,1,1,treatment
954993,gate_40,91,1,1,treatment
955200,gate_30,12,1,0,control
955227,gate_40,3,0,0,treatment
955259,gate_40,24,0,0,treatment
955269,gate_40,145,1,1,treatment
955312,gate_40,8,0,0,treatment
955404,gate_30,6,0,0,control
955504,gate_30,31,1,0,control
956067,gate_40,220,1,1,treatment
956203,gate_30,295,1,1,control
956264,gate_30,1,0,0,control
956288,gate_30,54,1,0,control
956324,gate_30,8,1,0,control
956486,gate_30,0,0,0,control
956528,gate_40,32,0,0,treatment
956730,gate_40,0,0,0,treatment
956818,gate_30,1,0,0,control
956861,gate_30,93,1,1,control
957082,gate_40,69,0,1,treatment
957091,gate_40,14,0,0,treatment
957236,gate_40,6,0,0,treatment
957263,gate_30,8,0,0,control
957300,gate_40,1,0,0,treatment
957385,gate_40,10,0,0,treatment
957495,gate_30,11,1,0,control
957553,gate_40,65,1,0,treatment
957612,gate_30,380,1,1,control
957646,gate_30,4,0,0,control
957670,gate_30,206,1,1,control
957739,gate_40,40,1,0,treatment
957815,gate_30,16,0,1,control
957890,gate_30,4,0,0,control
957930,gate_30,24,0,0,control
957958,gate_40,155,1,1,treatment
957983,gate_40,547,1,0,treatment
958036,gate_30,89,1,0,control
958190,gate_30,22,1,0,control
958440,gate_40,112,1,1,treatment
958549,gate_40,84,1,1,treatment
958727,gate_30,65,0,0,control
958743,gate_30,4,0,0,control
958748,gate_40,11,0,0,treatment
959000,gate_30,1,0,0,control
959030,gate_40,19,1,0,treatment
959039,gate_30,27,1,0,control
959385,gate_30,4,0,0,control
959395,gate_30,22,0,0,control
959489,gate_40,3,0,0,treatment
959600,gate_30,2,0,0,control
959662,gate_40,7,1,0,treatment
959701,gate_30,254,1,0,control
959834,gate_30,3,1,0,control
959884,gate_30,7,0,0,control
959900,gate_40,3,0,1,treatment
960243,gate_40,51,1,0,treatment
960299,gate_30,26,1,0,control
960561,gate_30,86,1,1,control
960572,gate_40,5,0,0,treatment
960649,gate_40,6,0,0,treatment
960695,gate_40,1,0,0,treatment
960748,gate_30,23,1,0,control
960768,gate_30,10,0,0,control
960868,gate_30,2,0,0,control
960992,gate_30,10,0,0,control
961087,gate_40,2,0,0,treatment
961158,gate_40,23,1,0,treatment
961159,gate_30,6,0,0,control
961193,gate_40,42,1,1,treatment
961260,gate_40,77,1,0,treatment
961298,gate_30,11,0,0,control
961426,gate_30,24,0,0,control
961597,gate_40,12,0,0,treatment
961668,gate_30,299,0,1,control
961692,gate_30,15,1,0,control
961885,gate_30,38,1,0,control
961892,gate_30,608,1,1,control
962106,gate_30,2,0,0,control
962133,gate_40,7,0,0,treatment
962155,gate_40,86,1,1,treatment
962239,gate_40,3,0,0,treatment
962263,gate_30,215,1,1,control
962376,gate_30,9,0,0,control
962447,gate_40,14,0,0,treatment
962613,gate_40,315,1,1,treatment
962681,gate_30,63,1,0,control
962817,gate_30,7,1,0,control
962948,gate_40,47,1,1,treatment
963138,gate_30,48,1,0,control
963174,gate_30,14,1,1,control
963331,gate_30,3,0,0,control
963418,gate_30,137,1,1,control
963563,gate_40,77,0,0,treatment
963758,gate_30,9,1,0,control
964066,gate_30,5,0,0,control
964474,gate_40,32,0,1,treatment
964715,gate_30,51,0,0,control
964762,gate_40,37,1,0,treatment
964823,gate_30,24,1,0,control
964946,gate_30,133,1,1,control
965223,gate_40,1,0,0,treatment
965367,gate_40,6,0,0,treatment
965812,gate_40,1,0,0,treatment
965898,gate_30,15,1,0,control
965939,gate_30,34,1,0,control
966055,gate_40,23,1,1,treatment
966060,gate_40,8,0,0,treatment
966138,gate_40,13,1,0,treatment
966527,gate_30,17,1,0,control
966575,gate_40,19,1,0,treatment
966578,gate_40,2,0,0,treatment
966612,gate_40,5,0,0,treatment
966623,gate_30,11,0,0,control
966632,gate_30,37,0,1,control
966707,gate_40,11,0,0,treatment
966792,gate_30,130,0,1,control
966823,gate_40,0,0,0,treatment
966883,gate_30,68,0,0,control
966983,gate_30,8,1,0,control
967570,gate_30,8,0,0,control
967671,gate_40,39,0,0,treatment
968108,gate_40,3,0,0,treatment
968170,gate_30,75,1,0,control
968264,gate_40,1,0,0,treatment
968309,gate_40,27,1,0,treatment
968324,gate_30,101,1,0,control
968420,gate_30,21,0,0,control
968550,gate_40,16,0,0,treatment
968600,gate_40,146,1,1,treatment
968850,gate_40,105,1,0,treatment
969043,gate_30,10,0,0,control
969156,gate_40,8,0,0,treatment
969190,gate_40,164,0,0,treatment
969278,gate_30,3,0,0,control
969401,gate_40,10,0,0,treatment
969434,gate_40,15,0,0,treatment
969510,gate_30,4,0,0,control
969574,gate_40,1,0,0,treatment
969593,gate_30,41,0,1,control
969771,gate_40,33,1,0,treatment
970165,gate_40,32,1,0,treatment
970527,gate_30,50,1,1,control
970578,gate_40,3,0,0,treatment
970644,gate_30,33,0,0,control
970798,gate_30,1,0,0,control
970962,gate_40,45,1,0,treatment
971021,gate_40,3,0,0,treatment
971157,gate_30,422,1,1,control
971175,gate_40,1,0,0,treatment
971293,gate_30,216,1,1,control
971295,gate_40,17,0,0,treatment
971310,gate_30,18,0,1,control
971410,gate_30,7,0,0,control
971555,gate_30,266,1,1,control
971800,gate_30,251,1,1,control
971871,gate_40,54,1,0,treatment
971883,gate_30,2,0,0,control
972073,gate_30,2,0,0,control
972125,gate_40,8,0,0,treatment
972450,gate_40,4,0,0,treatment
972459,gate_40,22,0,0,treatment
972479,gate_30,3,0,0,control
972556,gate_40,42,1,0,treatment
972764,gate_30,7,0,0,control
972811,gate_30,104,1,0,control
972815,gate_40,142,1,0,treatment
972926,gate_30,10,0,0,control
972936,gate_30,2,0,0,control
973076,gate_40,21,1,0,treatment
973096,gate_40,31,0,0,treatment
973100,gate_30,371,1,0,control
973179,gate_30,45,0,0,control
973188,gate_30,5,0,0,control
973215,gate_30,36,0,0,control
973239,gate_30,1,0,0,control
973257,gate_30,24,1,0,control
973265,gate_40,8,0,0,treatment
973286,gate_40,26,1,0,treatment
973382,gate_30,117,0,0,control
973414,gate_30,15,1,0,control
973429,gate_40,14,0,0,treatment
973709,gate_40,68,1,1,treatment
973712,gate_30,266,1,1,control
973713,gate_40,2,0,0,treatment
973828,gate_40,72,1,1,treatment
973925,gate_40,46,1,0,treatment
974003,gate_40,610,1,1,treatment
974050,gate_40,24,1,0,treatment
974398,gate_40,2,0,1,treatment
974528,gate_30,7,0,0,control
974540,gate_30,1,0,0,control
974710,gate_40,17,0,0,treatment
974735,gate_40,32,0,0,treatment
974831,gate_30,9,0,0,control
974894,gate_30,33,0,0,control
975059,gate_40,131,1,0,treatment
975183,gate_40,1,0,0,treatment
975226,gate_40,6,0,0,treatment
975402,gate_30,1,0,0,control
975440,gate_30,122,0,1,control
975547,gate_40,5,0,0,treatment
975886,gate_40,69,1,0,treatment
975893,gate_30,13,0,0,control
976004,gate_40,11,1,0,treatment
976043,gate_30,0,0,0,control
976644,gate_30,6,1,0,control
976813,gate_40,5,0,0,treatment
976882,gate_30,100,1,0,control
976953,gate_40,1,0,0,treatment
976960,gate_30,21,1,0,control
976971,gate_40,7,0,0,treatment
977155,gate_40,2,0,0,treatment
977333,gate_30,1,0,0,control
977495,gate_30,7,0,1,control
977621,gate_40,26,0,0,treatment
977632,gate_30,7,1,0,control
977907,gate_30,225,1,1,control
977913,gate_40,1,0,0,treatment
978092,gate_40,2,0,0,treatment
978252,gate_30,26,1,0,control
978366,gate_30,25,0,0,control
978456,gate_30,0,0,0,control
978949,gate_30,98,1,0,control
979061,gate_30,6,0,0,control
979133,gate_40,54,1,1,treatment
979195,gate_30,12,1,0,control
979277,gate_30,56,1,0,control
979318,gate_40,177,1,1,treatment
979334,gate_30,12,1,1,control
979344,gate_30,44,0,1,control
979416,gate_30,3,0,0,control
979500,gate_30,7,0,0,control
979656,gate_40,16,1,0,treatment
979791,gate_30,48,1,0,control
980062,gate_40,5,0,0,treatment
980092,gate_40,240,1,0,treatment
980114,gate_30,15,0,0,control
980198,gate_40,180,1,1,treatment
980364,gate_40,20,0,0,treatment
980563,gate_40,3,0,0,treatment
980741,gate_30,0,1,0,control
980764,gate_30,3,1,0,control
980826,gate_40,120,1,1,treatment
980913,gate_40,1,1,0,treatment
981036,gate_40,20,1,0,treatment
981044,gate_30,61,0,1,control
981047,gate_40,20,1,0,treatment
981141,gate_30,20,1,0,control
981174,gate_40,47,1,0,treatment
981192,gate_30,2,0,0,control
981289,gate_30,0,0,0,control
981457,gate_30,0,0,0,control
981483,gate_30,5,0,0,control
981804,gate_40,47,1,1,treatment
981972,gate_30,15,0,0,control
982034,gate_30,129,1,0,control
982128,gate_30,74,1,0,control
982185,gate_40,22,1,0,treatment
982281,gate_40,7,1,0,treatment
982438,gate_40,6,0,0,treatment
982760,gate_30,54,0,0,control
982844,gate_40,3,0,0,treatment
982997,gate_30,11,0,0,control
983072,gate_30,291,1,1,control
983101,gate_40,791,1,1,treatment
983127,gate_40,18,1,0,treatment
983132,gate_30,4,0,0,control
983137,gate_30,24,1,0,control
983245,gate_40,58,0,1,treatment
983402,gate_30,33,1,0,control
983516,gate_40,11,1,0,treatment
983544,gate_30,122,1,1,control
983785,gate_40,24,0,0,treatment
984147,gate_40,3,1,0,treatment
984212,gate_40,11,0,0,treatment
984292,gate_30,432,1,0,control
984436,gate_40,196,1,1,treatment
984531,gate_40,664,1,1,treatment
984826,gate_40,0,0,0,treatment
984898,gate_40,5,0,0,treatment
984938,gate_30,0,0,0,control
985166,gate_30,107,1,1,control
985180,gate_30,5,0,0,control
985186,gate_30,7,0,0,control
985288,gate_30,69,1,0,control
985376,gate_40,21,0,0,treatment
985399,gate_40,254,1,0,treatment
985636,gate_30,4,0,0,control
985832,gate_30,195,1,0,control
986244,gate_30,13,1,1,control
986268,gate_40,7,0,0,treatment
986317,gate_30,87,1,1,control
986324,gate_30,37,1,0,control
986461,gate_40,210,1,0,treatment
986579,gate_30,472,1,1,control
986638,gate_30,21,1,1,control
986734,gate_30,8,0,0,control
987022,gate_30,57,1,0,control
987026,gate_30,62,1,0,control
987150,gate_30,1,0,0,control
987217,gate_40,13,0,0,treatment
987222,gate_30,11,1,0,control
987361,gate_30,366,1,1,control
987438,gate_30,136,1,0,control
987548,gate_30,11,0,0,control
987596,gate_30,85,1,1,control
987778,gate_30,6,0,0,control
987941,gate_40,148,1,1,treatment
987990,gate_30,1,0,0,control
988038,gate_40,177,1,1,treatment
988040,gate_40,5,0,0,treatment
988161,gate_40,165,1,1,treatment
988185,gate_40,26,1,0,treatment
988197,gate_40,17,1,0,treatment
988430,gate_40,1,0,0,treatment
988452,gate_40,8,0,0,treatment
988462,gate_40,1,0,0,treatment
988500,gate_40,8,1,0,treatment
988907,gate_40,3,0,0,treatment
988949,gate_30,4,1,0,control
989137,gate_30,1,0,0,control
989216,gate_40,1,0,0,treatment
989364,gate_30,33,0,0,control
989512,gate_30,21,1,0,control
989900,gate_40,9,0,1,treatment
990032,gate_40,13,0,0,treatment
990033,gate_30,50,1,0,control
990297,gate_30,13,0,0,control
990370,gate_30,0,0,0,control
990461,gate_30,298,1,1,control
990720,gate_40,36,0,0,treatment
990802,gate_30,122,1,1,control
990846,gate_40,69,1,0,treatment
990908,gate_30,0,0,0,control
991224,gate_30,1,1,0,control
991225,gate_40,46,1,0,treatment
991236,gate_30,23,0,0,control
991528,gate_40,0,0,0,treatment
991555,gate_30,0,0,0,control
991937,gate_40,69,1,0,treatment
992204,gate_40,11,1,0,treatment
992288,gate_30,22,0,0,control
992336,gate_30,8,0,0,control
992557,gate_40,59,1,0,treatment
992566,gate_30,8,1,0,control
992744,gate_30,266,1,1,control
992771,gate_40,35,1,0,treatment
992830,gate_30,5,0,0,control
992995,gate_30,36,1,0,control
993032,gate_40,0,0,0,treatment
993217,gate_30,281,1,1,control
993294,gate_40,46,1,0,treatment
993431,gate_40,2,0,0,treatment
993461,gate_30,41,1,0,control
993583,gate_40,226,1,1,treatment
993673,gate_30,61,1,0,control
993800,gate_30,20,1,0,control
993935,gate_40,10,0,0,treatment
993981,gate_40,4,0,0,treatment
994003,gate_30,111,1,1,control
994052,gate_30,24,1,0,control
994394,gate_30,47,1,0,control
994464,gate_30,72,1,0,control
994587,gate_40,16,0,0,treatment
994663,gate_40,23,0,0,treatment
994696,gate_40,2,0,0,treatment
994776,gate_30,36,1,0,control
994852,gate_40,0,0,0,treatment
994964,gate_40,3,0,0,treatment
995156,gate_30,197,1,1,control
995237,gate_30,13,0,0,control
995311,gate_30,13,0,0,control
995866,gate_30,4,0,0,control
995952,gate_40,58,1,0,treatment
996077,gate_40,7,0,0,treatment
996098,gate_30,92,1,1,control
996114,gate_30,1,1,0,control
996325,gate_30,0,0,0,control
996528,gate_40,111,1,0,treatment
996582,gate_30,499,0,1,control
996679,gate_30,18,0,0,control
996759,gate_30,14,1,0,control
996783,gate_30,11,0,0,control
996940,gate_40,353,1,1,treatment
996975,gate_30,15,0,0,control
997094,gate_30,3,0,0,control
997310,gate_30,167,1,1,control
997316,gate_40,71,1,0,treatment
997794,gate_30,18,0,0,control
997800,gate_30,15,1,0,control
997845,gate_40,3,0,0,treatment
997853,gate_40,17,1,0,treatment
998145,gate_40,10,0,0,treatment
998346,gate_30,38,1,1,control
998365,gate_40,69,1,0,treatment
998368,gate_40,27,0,0,treatment
998481,gate_30,32,0,0,control
998873,gate_40,4,0,0,treatment
999083,gate_40,1,0,0,treatment
999194,gate_40,5,0,0,treatment
999199,gate_30,14,1,0,control
999222,gate_30,585,1,1,control
999371,gate_40,12,1,0,treatment
999718,gate_30,1,0,0,control
999812,gate_30,0,0,0,control
1000074,gate_40,70,1,0,treatment
1000365,gate_40,19,0,0,treatment
1000372,gate_30,28,0,0,control
1000375,gate_30,77,1,0,control
1000502,gate_40,2,0,0,treatment
1000589,gate_40,0,0,0,treatment
1000806,gate_30,152,0,1,control
1000814,gate_40,3,0,0,treatment
1000919,gate_40,5,0,0,treatment
1000952,gate_40,1,0,0,treatment
1001070,gate_40,129,1,1,treatment
1001194,gate_40,16,0,0,treatment
1001288,gate_40,49,1,1,treatment
1001411,gate_40,17,1,1,treatment
1001610,gate_30,27,0,0,control
1001632,gate_40,2,0,0,treatment
1001683,gate_30,3,1,0,control
1001689,gate_30,3,0,0,control
1001718,gate_40,2,0,0,treatment
1001744,gate_30,41,1,0,control
1001746,gate_30,58,1,0,control
1001785,gate_40,23,0,0,treatment
1001853,gate_40,45,1,1,treatment
1002041,gate_40,4,0,0,treatment
1002107,gate_40,8,0,0,treatment
1002299,gate_30,157,1,0,control
1002579,gate_40,15,1,0,treatment
1002581,gate_40,23,1,0,treatment
1002717,gate_30,44,1,1,control
1003195,gate_30,16,0,0,control
1003342,gate_30,12,0,0,control
1003396,gate_40,138,1,0,treatment
1003451,gate_30,16,1,0,control
1003475,gate_30,38,1,1,control
1003493,gate_40,6,0,0,treatment
1003544,gate_40,13,0,0,treatment
1003556,gate_40,26,1,0,treatment
1003576,gate_30,24,1,0,control
1003738,gate_30,121,1,0,control
1004031,gate_30,36,1,0,control
1004257,gate_30,8,1,0,control
1004302,gate_40,51,1,0,treatment
1004373,gate_30,15,0,0,control
1004530,gate_40,61,1,0,treatment
1004577,gate_40,54,1,1,treatment
1004589,gate_40,27,1,0,treatment
1004590,gate_30,93,1,1,control
1004650,gate_30,169,1,1,control
1004929,gate_40,0,0,0,treatment
1005081,gate_30,3,0,0,control
1005107,gate_40,6,1,0,treatment
1005140,gate_40,92,1,0,treatment
1005263,gate_30,31,1,0,control
1005374,gate_30,81,1,1,control
1005388,gate_40,24,1,0,treatment
1005480,gate_40,11,1,0,treatment
1005668,gate_30,63,1,0,control
1005701,gate_40,7,0,0,treatment
1005851,gate_30,536,1,1,control
1006040,gate_30,6,0,0,control
1006142,gate_40,107,0,0,treatment
1006233,gate_40,9,0,0,treatment
1006289,gate_30,23,0,0,control
1006340,gate_40,21,1,0,treatment
1006503,gate_30,1,0,0,control
1006508,gate_30,25,1,1,control
1006560,gate_40,22,0,0,treatment
1006593,gate_30,35,0,0,control
1006946,gate_30,48,1,0,control
1007048,gate_40,11,0,0,treatment
1007129,gate_40,1,0,0,treatment
1007202,gate_30,2,0,0,control
1007331,gate_30,17,0,0,control
1007441,gate_40,15,0,0,treatment
1007586,gate_40,566,1,1,treatment
1007665,gate_30,172,1,1,control
1007753,gate_40,27,1,0,treatment
1008065,gate_30,1,0,0,control
1008112,gate_30,24,1,0,control
1008136,gate_30,14,0,0,control
1008142,gate_40,1,0,0,treatment
1008220,gate_40,103,1,1,treatment
1008253,gate_40,2,0,0,treatment
1008332,gate_30,138,1,0,control
1008493,gate_40,9,0,0,treatment
1008505,gate_30,3,0,0,control
1008580,gate_30,21,0,0,control
1009011,gate_40,36,1,0,treatment
1009045,gate_40,40,0,0,treatment
1009161,gate_40,133,1,1,treatment
1009192,gate_30,15,0,0,control
1009223,gate_30,4,0,0,control
1009498,gate_40,27,0,0,treatment
1009576,gate_30,1,0,0,control
1009675,gate_30,2,0,0,control
1009710,gate_30,19,1,0,control
1009891,gate_30,8,0,0,control
1009916,gate_30,9,0,0,control
1009999,gate_30,390,1,1,control
1010022,gate_40,3,0,0,treatment
1010681,gate_30,135,1,1,control
1010838,gate_30,34,1,0,control
1011141,gate_30,1,0,0,control
1011164,gate_30,147,1,0,control
1011207,gate_40,6,0,0,treatment
1011239,gate_40,60,1,0,treatment
1011310,gate_30,134,1,1,control
1011476,gate_40,28,1,0,treatment
1011723,gate_40,2,0,0,treatment
1011770,gate_30,0,1,0,control
1011836,gate_30,259,1,1,control
1011853,gate_40,5,0,0,treatment
1011935,gate_40,356,1,1,treatment
1011998,gate_40,15,0,0,treatment
1012013,gate_40,56,1,0,treatment
1012014,gate_40,19,1,1,treatment
1012049,gate_30,74,1,0,control
1012117,gate_40,389,1,1,treatment
1012226,gate_40,115,1,1,treatment
1012385,gate_30,37,1,0,control
1012478,gate_40,163,1,0,treatment
1012505,gate_40,77,1,1,treatment
1012516,gate_30,2,0,0,control
1012645,gate_40,6,0,0,treatment
1012652,gate_40,199,1,1,treatment
1012693,gate_30,55,1,1,control
1012697,gate_30,2,0,0,control
1012719,gate_40,5,0,0,treatment
1012792,gate_30,15,0,0,control
1012826,gate_40,123,0,1,treatment
1012920,gate_30,42,1,0,control
1013000,gate_40,10,0,0,treatment
1013051,gate_30,12,0,0,control
1013279,gate_40,21,0,1,treatment
1013294,gate_40,5,0,0,treatment
1013356,gate_40,0,0,0,treatment
1013751,gate_30,55,1,0,control
1013862,gate_30,34,1,0,control
1013970,gate_40,4,0,0,treatment
1014042,gate_40,136,0,0,treatment
1014113,gate_30,11,0,0,control
1014131,gate_40,5,0,0,treatment
1014324,gate_30,242,1,0,control
1014447,gate_30,118,0,0,control
1014478,gate_40,67,1,1,treatment
1014723,gate_40,1,0,0,treatment
1015125,gate_30,1,0,0,control
1015140,gate_40,11,1,0,treatment
1015156,gate_40,5,0,0,treatment
1015587,gate_40,5,1,0,treatment
1015668,gate_30,1,0,0,control
1015740,gate_30,8,0,0,control
1015852,gate_40,1,0,0,treatment
1016101,gate_30,97,1,0,control
1016122,gate_30,2,0,0,control
1016181,gate_40,35,0,0,treatment
1016229,gate_30,38,1,1,control
1016320,gate_40,37,1,0,treatment
1016337,gate_30,37,1,1,control
1016344,gate_40,126,1,0,treatment
1016456,gate_30,17,0,0,control
1016501,gate_40,58,1,0,treatment
1016741,gate_40,65,0,0,treatment
1016815,gate_40,6,1,0,treatment
1016910,gate_30,40,1,0,control
1017049,gate_40,14,0,1,treatment
1017136,gate_30,1,0,0,control
1017185,gate_40,10,1,0,treatment
1017463,gate_40,37,0,0,treatment
1017518,gate_30,2,0,0,control
1017674,gate_40,1,0,0,treatment
1017902,gate_30,2,0,0,control
1018049,gate_40,13,0,0,treatment
1018109,gate_30,1,0,0,control
1018162,gate_40,71,1,0,treatment
1018324,gate_30,7,0,0,control
1018368,gate_30,0,0,0,control
1018500,gate_40,151,1,0,treatment
1018732,gate_30,55,1,0,control
1018785,gate_40,137,1,0,treatment
1019024,gate_30,59,1,0,control
1019051,gate_40,164,1,1,treatment
1019210,gate_40,11,0,0,treatment
1019251,gate_30,7,0,0,control
1019252,gate_40,46,1,1,treatment
1019466,gate_40,2,0,0,treatment
1019467,gate_30,25,1,0,control
1019536,gate_40,32,0,0,treatment
1019547,gate_30,32,1,0,control
1019576,gate_30,5,0,0,control
1019621,gate_30,4,0,0,control
1019696,gate_30,52,1,1,control
1019734,gate_40,2,0,0,treatment
1019745,gate_30,76,1,1,control
1019989,gate_30,125,1,1,control
1020210,gate_30,1,0,0,control
1020221,gate_30,107,1,1,control
1020481,gate_30,13,0,0,control
1020503,gate_30,65,1,1,control
1020581,gate_40,23,1,1,treatment
1020582,gate_40,25,1,0,treatment
1020681,gate_30,122,0,1,control
1020782,gate_30,17,0,0,control
1020787,gate_40,8,1,0,treatment
1020801,gate_30,51,1,1,control
1020819,gate_30,0,0,0,control
1020926,gate_40,10,0,0,treatment
1021068,gate_40,15,1,0,treatment
1021250,gate_40,3,0,0,treatment
1021377,gate_30,1,0,0,control
1021444,gate_40,7,0,0,treatment
1021494,gate_30,12,0,0,control
1021616,gate_40,30,0,0,treatment
1021649,gate_30,55,1,0,control
1021788,gate_30,10,1,0,control
1022202,gate_30,16,1,0,control
1022205,gate_40,183,1,1,treatment
1022242,gate_30,21,1,0,control
1022537,gate_30,1,0,0,control
1022543,gate_40,30,0,0,treatment
1022560,gate_40,4,0,0,treatment
1022566,gate_30,48,1,1,control
1022694,gate_40,4,0,0,treatment
1022893,gate_30,101,0,1,control
1022947,gate_30,13,0,1,control
1023174,gate_30,5,0,0,control
1023308,gate_40,5,0,0,treatment
1023608,gate_40,6,0,0,treatment
1023997,gate_30,5,0,0,control
1024337,gate_40,110,1,0,treatment
1024462,gate_40,1,0,0,treatment
1024527,gate_40,5,0,0,treatment
1024543,gate_30,6,0,0,control
1024548,gate_40,1,0,0,treatment
1024601,gate_40,32,1,0,treatment
1024690,gate_40,158,1,0,treatment
1024782,gate_30,81,1,1,control
1024898,gate_30,35,0,1,control
1024945,gate_40,91,1,0,treatment
1025054,gate_30,12,0,0,control
1025124,gate_30,6,1,0,control
1025158,gate_30,5,0,0,control
1025246,gate_40,75,1,1,treatment
1025325,gate_40,29,1,0,treatment
1025706,gate_30,34,1,0,control
1025875,gate_30,28,0,0,control
1025965,gate_40,16,0,0,treatment
1025989,gate_40,17,0,0,treatment
1026024,gate_30,5,1,0,control
1026119,gate_40,60,1,0,treatment
1026145,gate_30,2,0,0,control
1026415,gate_30,7,0,0,control
1026468,gate_30,7,0,0,control
1026498,gate_30,9,0,0,control
1026536,gate_40,10,0,0,treatment
1026794,gate_40,34,1,0,treatment
1026980,gate_30,42,1,0,control
1027033,gate_30,4,1,0,control
1027073,gate_30,5,0,0,control
1027103,gate_40,3,0,0,treatment
1027167,gate_40,26,1,0,treatment
1027170,gate_30,14,0,0,control
1027301,gate_30,6,0,0,control
1027387,gate_40,1,0,0,treatment
1027483,gate_40,7,0,0,treatment
1027521,gate_40,21,0,0,treatment
1027649,gate_30,430,1,1,control
1027766,gate_30,183,1,0,control
1027917,gate_40,24,0,0,treatment
1027965,gate_30,6,0,0,control
1028043,gate_40,378,1,0,treatment
1028062,gate_30,123,1,1,control
1028165,gate_40,6,1,0,treatment
1028242,gate_30,3,0,0,control
1028287,gate_40,41,1,0,treatment
1028329,gate_40,9,0,0,treatment
1028567,gate_40,2,0,0,treatment
1028618,gate_40,24,1,0,treatment
1028643,gate_40,77,1,0,treatment
1029099,gate_30,37,1,0,control
1029139,gate_40,34,1,0,treatment
1029341,gate_40,5,1,0,treatment
1029369,gate_40,13,0,0,treatment
1029645,gate_40,51,1,0,treatment
1029684,gate_30,4,0,0,control
1029718,gate_30,9,0,0,control
1029738,gate_30,204,1,1,control
1029818,gate_40,1,0,0,treatment
1029882,gate_40,47,1,0,treatment
1029894,gate_40,6,0,0,treatment
1029989,gate_30,2,0,0,control
1030020,gate_30,33,0,0,control
1030038,gate_30,10,0,0,control
1030168,gate_30,16,0,0,control
1030184,gate_30,71,0,0,control
1030303,gate_30,28,0,0,control
1030621,gate_30,1,0,0,control
1030778,gate_40,34,1,0,treatment
1030990,gate_30,104,1,0,control
1031089,gate_40,1,0,0,treatment
1031239,gate_30,16,1,0,control
1031450,gate_40,265,1,1,treatment
1031508,gate_30,56,1,0,control
1032108,gate_30,52,1,0,control
1032682,gate_30,26,1,0,control
1032911,gate_40,27,0,0,treatment
1032926,gate_30,32,1,0,control
1032961,gate_40,29,0,0,treatment
1033100,gate_30,39,0,0,control
1033484,gate_40,2,0,0,treatment
1033593,gate_40,27,0,0,treatment
1033629,gate_40,42,0,0,treatment
1033659,gate_40,139,1,1,treatment
1033718,gate_40,419,1,0,treatment
1033756,gate_30,0,0,0,control
1033813,gate_30,120,1,0,control
1033878,gate_30,3,0,0,control
1034013,gate_40,1,0,0,treatment
1034145,gate_40,6,0,0,treatment
1034150,gate_40,114,0,0,treatment
1034261,gate_40,11,0,0,treatment
1034493,gate_40,14,0,0,treatment
1034563,gate_40,8,0,0,treatment
1034811,gate_40,30,1,1,treatment
1034854,gate_40,92,1,0,treatment
1035018,gate_40,5,1,0,treatment
1035237,gate_40,7,0,0,treatment
1035349,gate_40,27,1,1,treatment
1035350,gate_30,6,0,0,control
1035373,gate_40,4,0,0,treatment
1035384,gate_40,2,0,0,treatment
1035391,gate_40,9,0,0,treatment
1035487,gate_40,6,0,0,treatment
1035591,gate_30,10,1,0,control
1035763,gate_40,0,0,0,treatment
1035835,gate_30,76,1,1,control
1036079,gate_40,16,0,0,treatment
1036104,gate_40,15,0,0,treatment
1036207,gate_30,28,0,0,control
1036607,gate_40,15,0,0,treatment
1036635,gate_40,151,1,1,treatment
1036666,gate_30,3,0,0,control
1036954,gate_40,242,1,1,treatment
1036974,gate_30,4,0,0,control
1037142,gate_30,2,0,0,control
1037406,gate_40,3,0,0,treatment
1037595,gate_40,1,0,0,treatment
1037663,gate_40,19,1,0,treatment
1037736,gate_30,0,0,0,control
1037756,gate_40,1,0,0,treatment
1037775,gate_30,9,0,0,control
1037781,gate_30,6,0,0,control
1037904,gate_40,96,0,0,treatment
1037937,gate_40,0,0,0,treatment
1037945,gate_30,41,1,0,control
1037980,gate_40,71,1,0,treatment
1038032,gate_40,97,1,1,treatment
1038035,gate_30,0,0,0,control
1038186,gate_40,20,1,0,treatment
1038226,gate_30,10,0,0,control
1038301,gate_30,3,0,0,control
1038387,gate_30,24,1,0,control
1038440,gate_30,18,1,0,control
1038532,gate_40,1,0,0,treatment
1038580,gate_30,2,1,0,control
1038685,gate_40,47,1,0,treatment
1038727,gate_40,56,0,0,treatment
1038931,gate_30,7,1,0,control
1039250,gate_40,6,0,0,treatment
1039460,gate_30,4,0,0,control
1039605,gate_40,0,0,0,treatment
1039699,gate_30,7,0,0,control
1040437,gate_30,39,0,0,control
1040897,gate_40,94,1,0,treatment
1041053,gate_30,49,1,0,control
1041297,gate_40,55,1,1,treatment
1041371,gate_30,1,0,0,control
1041461,gate_30,88,1,0,control
1041538,gate_30,1,0,0,control
